Sakoen,Pronunciation,Part of speech,English
was,/was/,nin.,rose
welkuslaz,/weʎkusʎaθ/ [weʎkusʎas],v.,push; propel
welkuslazan,/weʎkusʎaθan/,nin.,pressure
wen,/wen/,nin.,premiere
wer,/weɾ/,v.,start; begin
wer,/weɾ/,nin.,start; beginning
wet,/wet/,nin.,sum; score
wez,/weθ/ [wes],det.,to the; to some
wezvhibte,/weθɸibte/,adj.,handsome; attractive
wi,/wi/,nin.,orchestra
widal,/widaʎ/,nin.,noon; midday
wir,/wiɾ/,v.,murmur; mumble
wisashash,/wisaʃaʃ/,nin.,boulder; slab
wiserle,/wiseɾʎe/,nin.,prestige
wiz,/wiθ/ [wis],v.,confuse
wo,/wo/,v.,cry; shout; scream; sob; weep
wo,/wo/,part.,question marker
wodevhan,/wodeɸan/,v.,deal; haggle; negotiate
wom,/wom/,v.,release; let go; let out; dismiss
wora,/woɾa/,nin.,manual
woskse,/woskse/,prep.,between; among
wosksepudlui,/wosksepudʎuɟ/,v.,interrupt
woun,/woun/,v.,peer
wovhozmo,/woɸoθmo/,v.,impress
wowilked,/wowiʎked/,adj.,patient
wu,/wu/,nin.,exhibit
wub,/wub/,adv.,why
wubzisup,/wubθisup/,nin.,border; boundary; verge
wuedus,/wuedus/,nan.,spy; scout
wuepvhui,/wuepɸuɟ/,nin.,cannon
wugeor,/wuɣeoɾ/,nin.,lawn
wujudi,/wuɟudi/,nin.,siege
wuksadu,/wuksadu/,v.,gather; congregate
wulimkse,/wuʎimkse/,adj.,appropriate
wulvhan,/wuʎɸan/,v.,publish
wur,/wuɾ/,nin.,attic
wurksuksa,/wuɾksuksa/,adv.,ever
wuvoz,/wuvoθ/ [wuvos],adj.,opposite
za,/θa/,adv.,far; away
zac'a,/θaʧa/,v.,discharge; excuse
zac'ad,/θaʧad/,nin.,excuse
zac'ivhig,/θaʧiɸiɣ/,adj.,light (weight)
zadgelgi,/θadɣeʎɣi/,v.,retire
zadkadeg,/θadkadeɣ/,nin.,reef
zadvi,/θadvi/,v.,embarrass; humiliate
zai,/θaɟ/,nin.,leaf; petal; foliage
zaimud,/θaɟmud/,nan.,hawk
zajehshe,/θaɟehʃe/ [θaɟeʃe],nin.,bubble; dome
zaksimet,/θaksimet/,nan.,reptile
zas,/θas/,nin.,glass; lens
zasem,/θasem/,adj.,fertile
zasemob,/θasemob/,nin.,fertility
zasguishu,/θasɣuɟʃu/,nin.,tree; wood; shrub
zashe,/θaʃe/,v.,isolate; segregate
zasishoi,/θasiʃoɟ/,prep.,alongside; as well as
zat,/θat/,det.,from the; from a
zatge,/θatɣe/,v.,shift; vary
zauisu,/θauɟsu/,nin.,ham
zauz,/θauθ/ [θaus],nin.,honey
zavhatig,/θaɸatiɣ/,v.,fuck (slang)
zavhnem,/θaɸnem/,nin.,phone
zavhoch,/θaɸoʧ/,nin.,anchor
zawuz,/θawuθ/ [θawus],nin.,charity
ze,/θe/,prep.,about; concerning; regarding
ze,/θe/,part.,undefined
zeag,/θeaɣ/,adj.,lucky
zeagob,/θeaɣob/,nin.,luck
zeb,/θeb/,nin.,insurgent
zebu,/θebu/,v.,applaud; praise
zebum,/θebum/,v.,organize; set up
zebumo,/θebumo/,nin.,organization
zekiid,/θekiid/,v.,save; rescue; liberate
zeksa,/θeksa/,nin.,dusk
zekse,/θekse/,adv.,sometimes
zelpil,/θeʎpiʎ/,v.,perch
zemem,/θemem/,nin.,hair (of body); fur
zemnokso,/θemnokso/,v.,assume; presume
zen,/θen/,nin.,jersey; sweater
zenalkim,/θenaʎkim/,nin.,emotion; affection
zendi,/θendi/,adj.,wet; damp; moist
zervalum,/θeɾvaʎum/,nin.,recession
zes,/θes/,v.,arrive; happen; occur
zesan,/θesan/,nin.,arrival
zeso,/θeso/,nin.,technology
zet,/θet/,nin.,parlor; salon
zetkoi,/θetkoɟ/,nin.,haven
zetze,/θetθe/,v.,explode; blow up; blast
zevod,/θevod/,v.,tangle; ruffle
zezde,/θeθde/,nin.,energy (strength; stamina)
zezrevhkad,/θeθɾeɸkad/ [θeθɯeɸkad],adv.,actually
zi,/θi/,adj.,tired (needing sleep); tired (needing rest)
zic'u,/θiʧu/,v.,glide; skate
zid,/θid/,nin.,steel; iron
zigi,/θiɣi/,adj.,scarce
ziidalai,/θiɟdaʎaɟ/,nin.,museum
zijizrem,/θiɟiθɾem/ [θiɟiθɯem],v.,fight; attack
zijizrem,/θiɟiθɾem/ [θiɟiθɯem],nin.,fight
ziksiet,/θiksiet/,v.,sneak; creep
zildoi,/θiʎdoɟ/,nin.,dart
zimebo,/θimebo/,nin.,word; language; phrase; slogan
zimebo diksiruz,/θimebo diksiɾuθ/ [θimebo diksiɾus],nin.,dictionary
zimebo nese,/θimebo nese/,nin.,wit
zimiksa,/θimiksa/,nin.,career
zimksivot,/θimksivot/,nin.,sickness; illness
zimksivoto,/θimksivoto/,adj.,sick
zimpa,/θimpa/,v.,shuffle
zinom,/θinom/,nan.,princess
zioduh,/θioduh/ [θiodu],nin.,stomach; gut
zioinis,/θioɟnis/,v.,let; allow (let); approve; enable
ziosh,/θioʃ/,nin.,picture; image
ziruisa,/θiɾuɟsa/,v.,grab; clutch; grasp; grip
zis,/θis/,adj.,wrong
ziselpa,/θiseʎpa/,nin.,figure
zishumdai,/θiʃumdaɟ/,adv.,either
zit,/θit/,adj.,boring
zitnipu,/θitnipu/,v.,feign
zitom,/θitom/,v.,bore
zitupun,/θitupun/,adj.,backward
zivhei,/θiɸeɟ/,prep.,for (the purpose of)
zivhim,/θiɸim/,nin.,silk
zivhvhussuz,/θiɸɸussuθ/ [θiɸɸuʃus],v.,tread; step on
zo,/θo/,v.,doubt
zoblirjul,/θobʎiɾɟuʎ/,v.,lure
zobve,/θobve/,adj.,risky
zobveob,/θobveob/,nin.,risk
zobvo,/θobvo/,nin.,mission
zoi,/θoɟ/,v.,meditate
zojanmel,/θoɟanmeʎ/,nin.,exit
zojipa,/θoɟipa/,nin.,crown
zol,/θoʎ/,v.,squint
zolim,/θoʎim/,nin.,mystery
zomksoab,/θomksoab/,v.,erase
zon,/θon/,adj.,weird; strange; bizarre; peculiar
zoopkse,/θoopkse/ [θoːpkse],adv.,out
zosep,/θosep/,adv.,least
zosksokut,/θosksokut/,nin.,cabin; inn; lodge
zosmal,/θosmaʎ/,adj.,next
zosvho,/θosɸo/,nin.,underwear
zot,/θot/,adj.,fancy
zouz,/θouθ/ [θous],adv.,barely; merely
zovhe,/θoɸe/,pron.,who
zovhin,/θoɸin/,prep.,through
zozui,/θoθuɟ/,v.,serve; deliver; treat
zozujan,/θoθuɟan/,nin.,service
zozujan,/θoθuɟan/,nin.,treatment
zubavhka,/θubaɸka/,nin.,accent (of language)
zuc'o,/θuʧo/,nin.,news
zud,/θud/,det.,several
zuhe,/θuhe/,nin.,line
zui,/θuɟ/,nin.,crust
zukemur,/θukemuɾ/,nin.,clock
zukse,/θukse/,nin.,voucher
zuksëid,/θukseid/,nin.,pillow; cushion
zulgar,/θuʎɣaɾ/,nin.,snow
zulgara,/θuʎɣaɾa/,v.,snow
zum,/θum/,nin.,helmet
zun,/θun/,v.,imply
zunabke,/θunabke/,nin.,treasure
zuovet,/θuovet/,part.,undefined
zupas,/θupas/,nan.,descendant; offspring; heir
zupumtu,/θupumtu/,nin.,ginger
zur,/θuɾ/,nin.,fat (component in food)
zusirip,/θusiɾip/,nin.,destiny; fate
zut,/θut/,nin.,name
zut,/θut/,v.,name
zutpomkez,/θutpomkeθ/ [θutpomkes],nin.,secret
zutsebes,/θutsebes/,nin.,wax
zutto,/θutto/ [θuto],prep.,before
zutuchksu,/θutuʧksu/,adj.,scared; afraid
zuz,/θuθ/ [θus],adj.,past
zuzgonsho,/θuθɣonʃo/,prep.,for (in favor of)
zuzvhu,/θuθɸu/,v.,justify
